243.61	0	0.072559
244.59	0	0.073269
245.56	0	0.073978
246.54	0	0.074687
247.52	0	0.075394
248.5	0	0.076101
249.47	0	0.076808
250.45	0	0.077513
251.43	0	0.078218
252.41	0	0.078922
253.38	0	0.079625
254.36	0	0.080328
255.34	0	0.08103
256.32	0	0.081732
257.29	0	0.082433
258.27	0	0.083133
259.25	0	0.083833
260.23	0	0.084532
261.2	0	0.085231
262.18	0	0.085929
263.16	0	0.086627
264.14	0	0.087325
265.11	0	0.088022
266.09	0	0.088719
267.07	0	0.089415
268.05	0	0.090111
269.02	0	0.090807
270	0	0.091502
270.98	0	0.092197
271.95	0	0.092892
272.93	0	0.093586
273.91	0	0.094281
274.89	0	0.094975
275.86	0	0.095669
276.84	0	0.096363
277.82	0	0.097056
278.8	0	0.09775
279.77	0	0.098443
280.75	0	0.099136
281.73	0	0.09983
282.71	0	0.10052
283.68	0	0.10122
284.66	0	0.10191
285.64	0	0.1026
286.62	0	0.1033
287.59	0	0.10399
288.57	0	0.10468
289.55	0	0.10538
290.53	0	0.10607
291.5	0	0.10676
292.48	0	0.10746
293.46	0	0.10815
294.44	0	0.10884
295.41	0	0.10954
296.39	0	0.11023
297.37	0	0.11093
298.35	0	0.11162
299.32	0	0.11232
300.3	0	0.11301
301.28	0	0.11371
302.26	0	0.11441
303.23	0	0.1151
304.21	0	0.1158
305.19	0	0.1165
306.17	0	0.1172
307.14	0	0.11789
308.12	0	0.11859
309.1	0	0.11929
310.08	0	0.11999
311.05	0	0.12069
312.03	0	0.12139
313.01	0	0.12209
313.98	0	0.1228
314.96	0	0.1235
315.94	0	0.1242
316.92	0	0.12491
317.89	0	0.12561
318.87	0	0.12632
319.85	0	0.12702
320.83	0	0.12773
321.8	0	0.12844
322.78	0	0.12914
323.76	0	0.12985
324.74	0	0.13056
325.71	0	0.13127
326.69	0	0.13199
327.67	0	0.1327
328.65	0	0.13341
329.62	0	0.13413
330.6	0	0.13484
331.58	0	0.13556
332.56	0	0.13628
333.53	0	0.13699
334.51	0	0.13771
335.49	0	0.13844
336.47	0	0.13916
337.44	0	0.13988
338.42	0	0.1406
339.4	0	0.14133
340.38	0	0.14206
341.35	0	0.14278
342.33	0	0.14351
343.31	0	0.14424
344.29	0	0.14497
345.26	0	0.14571
346.24	0	0.14644
347.22	0	0.14718
348.2	0	0.14792
349.17	0	0.14865
350.15	0	0.14939
351.13	0	0.15014
352.11	0	0.15088
353.08	0	0.15163
354.06	0	0.15237
355.04	0	0.15312
356.02	0	0.15387
356.99	0	0.15462
357.97	0	0.15538
358.95	0	0.15613
359.92	0	0.15689
360.9	0	0.15765
361.88	0	0.15841
362.86	0	0.15917
363.83	0	0.15994
364.81	0	0.1607
365.79	0	0.16147
366.77	0	0.16224
367.74	0	0.16302
368.72	0	0.16379
369.7	0	0.16457
370.68	0	0.16535
371.65	0	0.16613
372.63	0	0.16691
373.61	0	0.1677
374.59	0	0.16849
375.56	0	0.16928
376.54	0	0.17008
377.52	0	0.17087
378.5	0	0.17167
379.47	0	0.17247
380.45	0	0.17328
381.43	0	0.17409
382.41	0	0.1749
383.38	0	0.17571
384.36	0	0.17652
385.34	0	0.17734
386.32	0	0.17816
387.29	0	0.17899
388.27	0	0.17982
389.25	0	0.18065
390.23	0	0.18148
391.2	0	0.18232
392.18	0	0.18316
393.16	0	0.18401
394.14	0	0.18485
395.11	0	0.18571
396.09	0	0.18656
397.07	0	0.18742
398.05	0	0.18828
399.02	0	0.18915
400	0	0.19002
